MovieID,Gender,avg(Rating),Title,Genres
1248,M,4.288888888888889,Touch of Evil (1958),Crime|Film-Noir|Thriller
2324,M,4.286624203821656,Life Is Beautiful (La Vita � bella) (1997),Comedy|Drama
3634,M,4.283687943262412,Seven Days in May (1964),Thriller
3468,M,4.274666666666667,"Hustler, The (1961)",Drama
1172,M,4.272277227722772,Cinema Paradiso (1988),Comedy|Drama|Romance
3429,M,4.272277227722772,Creature Comforts (1990),Animation|Comedy
903,M,4.27123695976155,Vertigo (1958),Mystery|Thriller
3038,M,4.271186440677966,"Face in the Crowd, A (1957)",Drama
608,M,4.267780172413793,Fargo (1996),Crime|Drama|Thriller
3134,M,4.266129032258065,"Grand Illusion (Grande illusion, La) (1937)",Drama|War
3730,M,4.266106442577031,"Conversation, The (1974)",Drama|Mystery
2731,M,4.264285714285714,"400 Blows, The (Les Quatre cents coups) (1959)",Drama
1228,M,4.263440860215054,Raging Bull (1980),Drama
3222,M,4.2631578947368425,Carmen (1984),Drama
3091,M,4.262295081967213,Kagemusha (1980),Drama|War
2186,M,4.262247838616715,Strangers on a Train (1951),Film-Noir|Thriller
1256,M,4.260042283298097,Duck Soup (1933),Comedy|War
1617,M,4.256678281068525,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
3196,M,4.253822629969419,Stalag 17 (1953),Drama|War
1247,M,4.252821670428894,"Graduate, The (1967)",Drama|Romance
899,M,4.251101321585903,Singin' in the Rain (1952),Musical|Romance
1219,M,4.25,Psycho (1960),Horror|Thriller
2839,M,4.25,West Beirut (West Beyrouth) (1998),Drama
1002,M,4.25,Ed's Next Move (1996),Comedy
3629,M,4.248826291079812,"Gold Rush, The (1925)",Comedy
1217,M,4.2482993197278915,Ran (1985),Drama|War
556,M,4.247619047619048,"War Room, The (1993)",Documentary
1132,M,4.246376811594203,Manon of the Spring (Manon des sources) (1986),Drama
1927,M,4.244343891402715,All Quiet on the Western Front (1930),War
2330,M,4.242424242424242,Hands on a Hard Body (1996),Documentary
2329,M,4.2407407407407405,American History X (1998),Drama
1278,M,4.239177489177489,Young Frankenstein (1974),Comedy|Horror
3462,M,4.2384937238493725,Modern Times (1936),Comedy
2357,M,4.235772357723577,Central Station (Central do Brasil) (1998),Drama
3683,M,4.235408560311284,Blood Simple (1984),Drama|Film-Noir
1283,M,4.235294117647059,High Noon (1952),Western
2203,M,4.234567901234568,Shadow of a Doubt (1943),Film-Noir|Thriller
2726,M,4.232142857142857,"Killing, The (1956)",Crime|Film-Noir
910,M,4.2287694974003465,Some Like It Hot (1959),Comedy|Crime
3897,M,4.228730822873082,Almost Famous (2000),Comedy|Drama
1304,M,4.225863596102746,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western
2804,M,4.225519287833828,"Christmas Story, A (1983)",Comedy|Drama
969,M,4.223821989528796,"African Queen, The (1951)",Action|Adventure|Romance|War
3114,M,4.2229965156794425,Toy Story 2 (1999),Animation|Children's|Comedy
1201,M,4.2213001383125865,"Good, The Bad and The Ugly, The (1966)",Action|Western
306,M,4.219178082191781,Three Colors: Red (1994),Drama
2920,M,4.21875,Children of Paradise (Les enfants du paradis) (1945),Drama|Romance
602,M,4.21875,"Great Day in Harlem, A (1994)",Documentary
121,M,4.217391304347826,"Boys of St. Vincent, The (1993)",Drama
3000,M,4.217081850533808,"Princess Mononoke, The (Mononoke Hime) (1997)",Action|Adventure|Animation
1214,M,4.216119402985075,Alien (1979),Action|Horror|Sci-Fi|Thriller
1089,M,4.213872832369942,Reservoir Dogs (1992),Crime|Thriller
951,M,4.213438735177865,His Girl Friday (1940),Comedy
1225,M,4.213414634146342,Amadeus (1984),Drama
1189,M,4.213270142180095,"Thin Blue Line, The (1988)",Documentary
678,M,4.212669683257919,Some Folks Call It a Sling Blade (1993),Drama|Thriller
1104,M,4.211656441717792,"Streetcar Named Desire, A (1951)",Drama
1361,M,4.211382113821138,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
1299,M,4.211267605633803,"Killing Fields, The (1984)",Drama|War
930,M,4.211072664359862,Notorious (1946),Film-Noir|Romance|Thriller
2925,M,4.209302325581396,"Conformist, The (Il Conformista) (1970)",Drama
1949,M,4.2075471698113205,"Man for All Seasons, A (1966)",Drama
3801,M,4.206666666666667,Anatomy of a Murder (1959),Drama|Mystery
1288,M,4.206221198156682,This Is Spinal Tap (1984),Comedy|Drama|Musical
1240,M,4.2058993637941,"Terminator, The (1984)",Action|Sci-Fi|Thriller
1230,M,4.2036055143160125,Annie Hall (1977),Comedy|Romance
2859,M,4.2032967032967035,Stop Making Sense (1984),Documentary
919,M,4.203137902559868,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical
898,M,4.2017291066282425,"Philadelphia Story, The (1940)",Comedy|Romance
111,M,4.200202224469161,Taxi Driver (1976),Drama|Thriller
1242,M,4.196850393700787,Glory (1989),Action|Drama|War
1358,M,4.195428571428572,Sling Blade (1996),Drama|Thriller
1218,M,4.192825112107624,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller
2692,M,4.191542288557214,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance
363,M,4.190476190476191,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",Documentary
2066,M,4.189873417721519,Out of the Past (1947),Film-Noir
670,M,4.1891891891891895,"World of Apu, The (Apur Sansar) (1959)",Drama
926,M,4.186991869918699,All About Eve (1950),Drama
1200,M,4.18668407310705,Aliens (1986),Action|Sci-Fi|Thriller|War
3679,M,4.186046511627907,"Decline of Western Civilization, The (1981)",Documentary
954,M,4.18374558303887,Mr. Smith Goes to Washington (1939),Drama
1253,M,4.182978723404255,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi
649,M,4.181818181818182,Cold Fever (� k�ldum klaka) (1994),Comedy|Drama
1704,M,4.177064220183486,Good Will Hunting (1997),Drama
1537,M,4.174129353233831,Shall We Dance? (Shall We Dansu?) (1996),Comedy
3949,M,4.174107142857143,Requiem for a Dream (2000),Drama
214,M,4.173913043478261,Before the Rain (Pred dozhdot) (1994),Drama
3789,M,4.172131147540983,"Pawnbroker, The (1965)",Drama
3035,M,4.168168168168168,Mister Roberts (1955),Comedy|Drama|War
1036,M,4.1677704194260485,Die Hard (1988),Action|Thriller
3421,M,4.167192429022082,Animal House (1978),Comedy
246,M,4.166064981949458,Hoop Dreams (1994),Documentary
905,M,4.163934426229508,It Happened One Night (1934),Comedy
3737,M,4.162790697674419,Lonely Are the Brave (1962),Drama|Western
2501,M,4.1610576923076925,October Sky (1999),Drama
942,M,4.157608695652174,Laura (1944),Crime|Film-Noir|Mystery
1222,M,4.157407407407407,Full Metal Jacket (1987),Action|Drama|War
1266,M,4.155131264916467,Unforgiven (1992),Western
1235,M,4.153374233128834,Harold and Maude (1971),Comedy
3147,M,4.153104925053533,"Green Mile, The (1999)",Drama|Thriller
3095,M,4.150259067357513,"Grapes of Wrath, The (1940)",Drama
2494,M,4.15,"Last Days, The (1998)",Documentary
2935,M,4.148936170212766,"Lady Eve, The (1941)",Comedy|Romance
2609,M,4.148936170212766,"King of Masks, The (Bian Lian) (1996)",Drama
1206,M,4.145812807881773,"Clockwork Orange, A (1971)",Sci-Fi
955,M,4.143426294820717,Bringing Up Baby (1938),Comedy
96,M,4.142857142857143,In the Bleak Midwinter (1995),Comedy
1117,M,4.142857142857143,"Eighth Day, The (Le Huiti�me jour ) (1996)",Drama
3281,M,4.142857142857143,"Brandon Teena Story, The (1998)",Documentary
1291,M,4.142857142857143,Indiana Jones and the Last Crusade (1989),Action|Adventure
1287,M,4.140625,Ben-Hur (1959),Action|Adventure|Drama
293,M,4.1405184174624825,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller
47,M,4.138285714285714,Seven (Se7en) (1995),Crime|Thriller
1244,M,4.137142857142857,Manhattan (1979),Comedy|Drama|Romance
1293,M,4.136456211812627,Gandhi (1982),Drama
1263,M,4.133333333333334,"Deer Hunter, The (1978)",Drama|War
1294,M,4.132352941176471,M*A*S*H (1970),Comedy|War
1,M,4.1305518169582776,Toy Story (1995),Animation|Children's|Comedy
1953,M,4.13013698630137,"French Connection, The (1971)",Action|Crime|Drama|Thriller
924,M,4.129737609329446,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller
2300,M,4.129224652087475,"Producers, The (1968)",Comedy|Musical
1258,M,4.128537735849057,"Shining, The (1980)",Horror
599,M,4.128099173553719,"Wild Bunch, The (1969)",Western
3265,M,4.126666666666667,Hard-Boiled (Lashou shentan) (1992),Action|Crime
1939,M,4.126436781609195,"Best Years of Our Lives, The (1946)",Drama|War
1046,M,4.125,Beautiful Thing (1996),Drama|Romance
2208,M,4.124031007751938,"Lady Vanishes, The (1938)",Comedy|Mystery|Romance|Thriller
1387,M,4.122730573710966,Jaws (1975),Action|Horror
2918,M,4.122018348623853,Ferris Bueller's Day Off (1986),Comedy
1090,M,4.1217208814270725,Platoon (1986),Drama|War
116,M,4.12,Anne Frank Remembered (1995),Documentary
1303,M,4.11969111969112,"Man Who Would Be King, The (1975)",Adventure
3198,M,4.117647058823529,Papillon (1973),Drama
1269,M,4.117647058823529,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
928,M,4.117370892018779,Rebecca (1940),Romance|Thriller
3334,M,4.117302052785924,Key Largo (1948),Crime|Drama|Film-Noir|Thriller
1300,M,4.117117117117117,My Life as a Dog (Mitt liv som hund) (1985),Drama
2351,M,4.116883116883117,Nights of Cabiria (Le Notti di Cabiria) (1957),Drama
589,M,4.115367077063383,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller
2997,M,4.113636363636363,Being John Malkovich (1999),Comedy
1449,M,4.113496932515337,Waiting for Guffman (1996),Comedy
1950,M,4.112403100775194,In the Heat of the Night (1967),Drama|Mystery
3092,M,4.111111111111111,Chushingura (1962),Drama
3578,M,4.110461338531514,Gladiator (2000),Action|Drama
1280,M,4.110429447852761,Raise the Red Lantern (1991),Drama
1251,M,4.107954545454546,8 1/2 (1963),Drama
965,M,4.107692307692307,"39 Steps, The (1935)",Thriller
1084,M,4.106796116504855,Bonnie and Clyde (1967),Crime|Drama
1199,M,4.106241699867198,Brazil (1985),Sci-Fi
356,M,4.105806451612903,Forrest Gump (1994),Comedy|Romance|War
2936,M,4.104347826086957,Sullivan's Travels (1942),Comedy
457,M,4.104046242774566,"Fugitive, The (1993)",Action|Thriller
3811,M,4.104026845637584,Breaker Morant (1980),Drama|War
909,M,4.102389078498294,"Apartment, The (1960)",Comedy|Drama
3224,M,4.1020408163265305,Woman in the Dunes (Suna no onna) (1964),Drama
3671,M,4.100907029478458,Blazing Saddles (1974),Comedy|Western
162,M,4.1,Crumb (1994),Documentary
759,M,4.1,Maya Lin: A Strong Clear Vision (1994),Documentary
2396,M,4.099936346276257,Shakespeare in Love (1998),Comedy|Romance
911,M,4.097297297297297,Charade (1963),Comedy|Mystery|Romance|Thriller
2132,M,4.096938775510204,Who's Afraid of Virginia Woolf? (1966),Drama
741,M,4.096774193548387,Ghost in the Shell (Kokaku kidotai) (1995),Animation|Sci-Fi
1226,M,4.09433962264151,"Quiet Man, The (1952)",Comedy|Romance
307,M,4.09375,Three Colors: Blue (1993),Drama
1952,M,4.093385214007782,Midnight Cowboy (1969),Drama
2788,M,4.093150684931507,And Now for Something Completely Different (1971),Comedy
1610,M,4.092537313432836,"Hunt for Red October, The (1990)",Action|Thriller
2761,M,4.091954022988506,"Iron Giant, The (1999)",Animation|Children's
2959,M,4.09098712446352,Fight Club (1999),Drama
2963,M,4.090909090909091,Joe the King (1999),Crime|Drama
1944,M,4.090196078431372,From Here to Eternity (1953),Drama|Romance|War
3814,M,4.089385474860335,Love and Death (1975),Comedy
1545,M,4.088235294117647,Ponette (1996),Drama
3359,M,4.0859375,Breaking Away (1979),Drama
3741,M,4.085106382978723,Badlands (1973),Crime|Drama
2682,M,4.084507042253521,Limbo (1999),Drama
3006,M,4.08398133748056,"Insider, The (1999)",Drama
581,M,4.0813953488372094,"Celluloid Closet, The (1995)",Documentary
3911,M,4.081264108352144,Best in Show (2000),Comedy
1259,M,4.080209895052474,Stand by Me (1986),Adventure|Comedy|Drama
150,M,4.080173347778982,Apollo 13 (1995),Drama
947,M,4.08,My Man Godfrey (1936),Comedy
3090,M,4.079710144927536,Matewan (1987),Drama
1931,M,4.079545454545454,Mutiny on the Bounty (1935),Adventure
2010,M,4.077399380804954,Metropolis (1926),Sci-Fi
2607,M,4.076923076923077,Get Real (1998),Drama
1236,M,4.076923076923077,Trust (1990),Comedy|Drama
2973,M,4.07514450867052,Crimes and Misdemeanors (1989),Comedy
994,M,4.074433656957929,Big Night (1996),Drama
3851,M,4.074074074074074,I'm the One That I Want (2000),Comedy
2728,M,4.073033707865169,Spartacus (1960),Drama
58,M,4.072847682119205,"Postino, Il (The Postman) (1994)",Drama|Romance
2064,M,4.072815533980583,Roger & Me (1989),Comedy|Documentary
916,M,4.072463768115942,Roman Holiday (1953),Comedy|Romance
1211,M,4.071428571428571,Wings of Desire (Der Himmel �ber Berlin) (1987),Comedy|Drama|Romance
3365,M,4.071428571428571,"Searchers, The (1956)",Western
1099,M,4.0703125,"Christmas Carol, A (1938)",Drama
1210,M,4.069058295964125,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War
1209,M,4.06875,Once Upon a Time in the West (1969),Western
800,M,4.068376068376068,Lone Star (1996),Drama|Mystery
1997,M,4.067238912732475,"Exorcist, The (1973)",Horror
2791,M,4.064419475655431,Airplane! (1980),Comedy
3637,M,4.0625,Vagabond (Sans toit ni loi) (1985),Drama
945,M,4.06015037593985,Top Hat (1935),Comedy|Musical|Romance
232,M,4.06,Eat Drink Man Woman (1994),Comedy|Drama
29,M,4.059701492537314,"City of Lost Children, The (1995)",Adventure|Sci-Fi
2512,M,4.0588235294117645,"Ballad of Narayama, The (Narayama Bushiko) (1982)",Drama
2966,M,4.0580204778157,"Straight Story, The (1999)",Drama
3037,M,4.0576923076923075,Little Big Man (1970),Comedy|Drama|Western
1231,M,4.056701030927835,"Right Stuff, The (1983)",Drama
3508,M,4.056547619047619,"Outlaw Josey Wales, The (1976)",Western
1041,M,4.055762081784387,Secrets & Lies (1996),Drama
3363,M,4.055555555555555,American Graffiti (1973),Comedy|Drama
2917,M,4.055415617128464,Body Heat (1981),Crime|Thriller
1394,M,4.055295220243674,Raising Arizona (1987),Comedy
3088,M,4.054621848739496,Harvey (1950),Comedy
1759,M,4.054054054054054,Four Days in September (1997),Drama
3507,M,4.053691275167785,"Odd Couple, The (1968)",Comedy
1963,M,4.052884615384615,Take the Money and Run (1969),Comedy
1066,M,4.052083333333333,Shall We Dance? (1937),Comedy|Musical|Romance
2067,M,4.0519480519480515,Doctor Zhivago (1965),Drama|Romance|War
3415,M,4.05,"Mirror, The (Zerkalo) (1975)",Drama
213,M,4.05,Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama
971,M,4.049079754601227,Cat on a Hot Tin Roof (1958),Drama
1788,M,4.045454545454546,Men With Guns (1997),Action|Drama
3951,M,4.043478260869565,Two Family House (2000),Drama
3471,M,4.043478260869565,Close Encounters of the Third Kind (1977),Drama|Sci-Fi
1348,M,4.042780748663102,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror
1265,M,4.041358024691358,Groundhog Day (1993),Comedy|Romance
1249,M,4.041025641025641,Nikita (La Femme Nikita) (1990),Thriller
2594,M,4.040816326530612,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi
3929,M,4.04,"Bank Dick, The (1940)",Comedy
933,M,4.0398550724637685,To Catch a Thief (1955),Comedy|Romance|Thriller
3504,M,4.03578154425612,Network (1976),Comedy|Drama
2575,M,4.035714285714286,"Dreamlife of Angels, The (La Vie r�v�e des anges) (1998)",Drama
3849,M,4.035714285714286,"Spiral Staircase, The (1946)",Thriller
1961,M,4.0351966873706,Rain Man (1988),Drama
1292,M,4.0344827586206895,Being There (1979),Comedy
1245,M,4.034364261168385,Miller's Crossing (1990),Drama
3819,M,4.031746031746032,Tampopo (1986),Comedy
3062,M,4.031446540880503,"Longest Day, The (1962)",Action|Drama|War
1719,M,4.03030303030303,"Sweet Hereafter, The (1997)",Drama
1080,M,4.029490616621984,Monty Python's Life of Brian (1979),Comedy
1935,M,4.028169014084507,How Green Was My Valley (1941),Drama
2951,M,4.027253668763103,"Fistful of Dollars, A (1964)",Action|Western
1086,M,4.0239043824701195,Dial M for Murder (1954),Mystery|Thriller
3475,M,4.023255813953488,"Place in the Sun, A (1951)",Drama|Romance
3152,M,4.022556390977444,"Last Picture Show, The (1971)",Drama
615,M,4.0212765957446805,Bread and Chocolate (Pane e cioccolata) (1973),Drama
2819,M,4.018315018315018,Three Days of the Condor (1975),Thriller
2927,M,4.014705882352941,Brief Encounter (1946),Drama|Romance
3467,M,4.014218009478673,Hud (1963),Drama|Western
2612,M,4.0131578947368425,Mildred Pierce (1945),Drama
2624,M,4.012195121951219,After Life (1998),Drama
936,M,4.011627906976744,Ninotchka (1939),Comedy|Romance
2944,M,4.011006289308176,"Dirty Dozen, The (1967)",Action|War
1270,M,4.0092592592592595,Back to the Future (1985),Comedy|Sci-Fi
2947,M,4.009222661396574,Goldfinger (1964),Action
3007,M,4.008849557522124,American Movie (1999),Documentary
3364,M,4.008130081300813,"Asphalt Jungle, The (1950)",Crime|Film-Noir
1079,M,4.007984031936128,"Fish Called Wanda, A (1988)",Comedy
1797,M,4.0078125,Everest (1998),Documentary
1946,M,4.007518796992481,Marty (1955),Drama|Romance
446,M,4.006451612903226,Farewell My Concubine (1993),Drama|Romance
1281,M,4.005813953488372,"Great Dictator, The (1940)",Comedy
223,M,4.0054945054945055,Clerks (1994),Comedy
2194,M,4.005330490405117,"Untouchables, The (1987)",Action|Crime|Drama
3498,M,4.00418410041841,Midnight Express (1978),Drama
341,M,4.0,Double Happiness (1994),Drama
771,M,4.0,"Vie est belle, La (Life is Rosey) (1987)",Comedy|Drama
3647,M,4.0,Running Free (2000),Drama
2493,M,4.0,"Harmonists, The (1997)",Drama
1423,M,4.0,Hearts and Minds (1996),Drama
3096,M,4.0,My Man Godfrey (1957),Comedy
774,M,4.0,Wend Kuuni (God's Gift) (1982),Drama
1060,M,4.0,Swingers (1996),Comedy|Drama
2999,M,4.0,Man of the Century (1999),Comedy
2677,M,4.0,Buena Vista Social Club (1999),Documentary
1264,M,4.0,Diva (1981),Action|Drama|Mystery|Romance|Thriller
1192,M,4.0,Paris Is Burning (1990),Documentary
1780,M,4.0,Ayn Rand: A Sense of Life (1997),Documentary
3192,M,4.0,"Terrorist, The (Malli) (1998)",Drama
1901,M,4.0,Dear Jesse (1997),Documentary
717,M,4.0,Mouth to Mouth (Boca a boca) (1995),Comedy
1942,M,4.0,All the King's Men (1949),Drama
792,M,4.0,"Hungarian Fairy Tale, A (1987)",Fantasy
1871,M,4.0,"Friend of the Deceased, A (1997)",Comedy|Drama
3341,M,4.0,Born Yesterday (1950),Comedy
758,M,4.0,"Jar, The (Khomreh) (1992)",Drama
1741,M,4.0,"Midaq Alley (Callej�n de los milagros, El) (1995)",Drama
632,M,4.0,Land and Freedom (Tierra y libertad) (1995),War
2251,M,4.0,"Cabinet of Dr. Ramirez, The (1991)",Comedy
1039,M,4.0,Synthetic Pleasures (1995),Documentary
3601,M,4.0,"Castaway Cowboy, The (1974)",Comedy|Western
3305,M,4.0,Bluebeard (1944),Film-Noir|Horror
853,M,4.0,Dingo (1992),Drama
3277,M,4.0,Beloved/Friend (Amigo/Amado) (1999),Drama
3888,M,4.0,Skipped Parts (2000),Drama|Romance
1685,M,4.0,"I Love You, I Love You Not (1996)",Romance
3131,M,4.0,Broadway Damage (1997),Comedy
1877,M,4.0,Little Men (1998),Drama
3522,M,4.0,Sacco and Vanzetti (Sacco e Vanzetti) (1971),Drama
192,M,4.0,"Show, The (1995)",Documentary
560,M,4.0,"Beans of Egypt, Maine, The (1994)",Drama
3126,M,4.0,"End of the Affair, The (1955)",Drama
966,M,4.0,"Walk in the Sun, A (1945)",Drama
1851,M,4.0,Leather Jacket Love Story (1997),Drama|Romance
1915,M,4.0,Voyage to the Beginning of the World (1997),Drama
3057,M,4.0,Where's Marlowe? (1999),Comedy
1470,M,4.0,Rhyme & Reason (1997),Documentary
3609,M,4.0,Regret to Inform (1998),Documentary
878,M,4.0,Bye-Bye (1995),Drama
3065,M,4.0,Ten Benny (1997),Drama
3381,M,4.0,Slaves to the Underground (1997),Comedy|Drama
1749,M,4.0,"Leading Man, The (1996)",Romance
1434,M,4.0,"Stranger, The (1994)",Action
3229,M,4.0,Another Man's Poison (1952),Crime|Drama
584,M,4.0,I Don't Want to Talk About It (De eso no se habla) (1993),Drama
1842,M,4.0,Illtown (1996),Crime|Drama
138,M,4.0,"Neon Bible, The (1995)",Drama
2811,M,4.0,With Friends Like These... (1998),Comedy
701,M,4.0,Daens (1992),Drama
2909,M,4.0,"Five Wives, Three Secretaries and Me (1998)",Documentary
2198,M,4.0,Modulations (1998),Documentary
2258,M,4.0,Master Ninja I (1984),Action
134,M,4.0,Sonic Outlaws (1995),Documentary
2871,M,3.998344370860927,Deliverance (1972),Adventure|Thriller
1954,M,3.995656894679696,Rocky (1976),Action|Drama
