MovieID,Occupation,avg(Rating),Title,Genres
318,20,4.302752293577981,"Shawshank Redemption, The (1994)",Drama
914,20,4.3023255813953485,My Fair Lady (1964),Musical|Romance
3929,20,4.3,"Bank Dick, The (1940)",Comedy
456,20,4.3,Fresh (1994),Drama
953,20,4.3,It's a Wonderful Life (1946),Drama
3097,20,4.3,"Shop Around the Corner, The (1940)",Comedy|Romance
1617,20,4.293706293706293,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
969,20,4.293103448275862,"African Queen, The (1951)",Action|Adventure|Romance|War
2761,20,4.291666666666667,"Iron Giant, The (1999)",Animation|Children's
3911,20,4.290909090909091,Best in Show (2000),Comedy
260,20,4.2846715328467155,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
2303,20,4.275862068965517,Nashville (1975),Drama|Musical
2925,20,4.2727272727272725,"Conformist, The (Il Conformista) (1970)",Drama
2682,20,4.2727272727272725,Limbo (1999),Drama
1256,20,4.269230769230769,Duck Soup (1933),Comedy|War
3091,20,4.266666666666667,Kagemusha (1980),Drama|War
910,20,4.264150943396227,Some Like It Hot (1959),Comedy|Crime
1281,20,4.2631578947368425,"Great Dictator, The (1940)",Comedy
599,20,4.2631578947368425,"Wild Bunch, The (1969)",Western
1196,20,4.261437908496732,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War
2804,20,4.260273972602739,"Christmas Story, A (1983)",Comedy|Drama
1213,20,4.257425742574258,GoodFellas (1990),Crime|Drama
1238,20,4.256410256410256,Local Hero (1983),Comedy
1387,20,4.256410256410256,Jaws (1975),Action|Horror
1269,20,4.25531914893617,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
1233,20,4.254237288135593,"Boat, The (Das Boot) (1981)",Action|Drama|War
913,20,4.253333333333333,"Maltese Falcon, The (1941)",Film-Noir|Mystery
2997,20,4.251798561151079,Being John Malkovich (1999),Comedy
1200,20,4.25,Aliens (1986),Action|Sci-Fi|Thriller|War
3076,20,4.25,Irma la Douce (1963),Comedy
1206,20,4.25,"Clockwork Orange, A (1971)",Sci-Fi
2731,20,4.25,"400 Blows, The (Les Quatre cents coups) (1959)",Drama
3000,20,4.25,"Princess Mononoke, The (Mononoke Hime) (1997)",Action|Adventure|Animation
745,20,4.25,"Close Shave, A (1995)",Animation|Comedy|Thriller
909,20,4.25,"Apartment, The (1960)",Comedy|Drama
3008,20,4.25,Last Night (1998),Thriller
1066,20,4.25,Shall We Dance? (1937),Comedy|Musical|Romance
3880,20,4.25,"Ballad of Ramblin' Jack, The (2000)",Documentary
3659,20,4.25,Quatermass II (1957),Sci-Fi|Thriller
1299,20,4.245283018867925,"Killing Fields, The (1984)",Drama|War
2762,20,4.237288135593221,"Sixth Sense, The (1999)",Thriller
1197,20,4.237288135593221,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance
2937,20,4.230769230769231,"Palm Beach Story, The (1942)",Comedy
1904,20,4.230769230769231,Henry Fool (1997),Comedy|Drama
945,20,4.230769230769231,Top Hat (1935),Comedy|Musical|Romance
2966,20,4.230769230769231,"Straight Story, The (1999)",Drama
1203,20,4.230769230769231,12 Angry Men (1957),Drama
905,20,4.228571428571429,It Happened One Night (1934),Comedy
2208,20,4.2272727272727275,"Lady Vanishes, The (1938)",Comedy|Mystery|Romance|Thriller
3814,20,4.2272727272727275,Love and Death (1975),Comedy
2565,20,4.2272727272727275,"King and I, The (1956)",Musical
1172,20,4.225,Cinema Paradiso (1988),Comedy|Drama|Romance
1280,20,4.222222222222222,Raise the Red Lantern (1991),Drama
1235,20,4.222222222222222,Harold and Maude (1971),Comedy
3152,20,4.222222222222222,"Last Picture Show, The (1971)",Drama
1635,20,4.222222222222222,"Ice Storm, The (1997)",Drama
928,20,4.222222222222222,Rebecca (1940),Romance|Thriller
955,20,4.21875,Bringing Up Baby (1938),Comedy
2028,20,4.218487394957983,Saving Private Ryan (1998),Action|Drama|War
1267,20,4.218181818181818,"Manchurian Candidate, The (1962)",Film-Noir|Thriller
919,20,4.217821782178218,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical
898,20,4.217391304347826,"Philadelphia Story, The (1940)",Comedy|Romance
1949,20,4.214285714285714,"Man for All Seasons, A (1966)",Drama
2692,20,4.2073170731707314,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance
176,20,4.206896551724138,Living in Oblivion (1995),Comedy
3683,20,4.2063492063492065,Blood Simple (1984),Drama|Film-Noir
1080,20,4.2063492063492065,Monty Python's Life of Brian (1979),Comedy
1089,20,4.205128205128205,Reservoir Dogs (1992),Crime|Thriller
1294,20,4.202702702702703,M*A*S*H (1970),Comedy|War
1225,20,4.2025316455696204,Amadeus (1984),Drama
3405,20,4.2,"Night to Remember, A (1958)",Action|Drama
973,20,4.2,Meet John Doe (1941),Drama
80,20,4.2,"White Balloon, The (Badkonake Sefid ) (1995)",Drama
615,20,4.2,Bread and Chocolate (Pane e cioccolata) (1973),Drama
926,20,4.2,All About Eve (1950),Drama
1859,20,4.2,Taste of Cherry (1997),Drama
1199,20,4.197183098591549,Brazil (1985),Sci-Fi
1266,20,4.192982456140351,Unforgiven (1992),Western
3334,20,4.190476190476191,Key Largo (1948),Crime|Drama|Film-Noir|Thriller
3504,20,4.189655172413793,Network (1976),Comedy|Drama
446,20,4.1875,Farewell My Concubine (1993),Drama|Romance
3135,20,4.1875,"Great Santini, The (1979)",Drama
556,20,4.1875,"War Room, The (1993)",Documentary
162,20,4.185185185185185,Crumb (1994),Documentary
3362,20,4.185185185185185,Dog Day Afternoon (1975),Comedy|Crime|Drama
2973,20,4.183673469387755,Crimes and Misdemeanors (1989),Comedy
1224,20,4.181818181818182,Henry V (1989),Drama|War
213,20,4.181818181818182,Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama
3265,20,4.181818181818182,Hard-Boiled (Lashou shentan) (1992),Action|Crime
1262,20,4.17948717948718,"Great Escape, The (1963)",Adventure|War
541,20,4.176470588235294,Blade Runner (1982),Film-Noir|Sci-Fi
1209,20,4.176470588235294,Once Upon a Time in the West (1969),Western
1104,20,4.175,"Streetcar Named Desire, A (1951)",Drama
3342,20,4.173913043478261,Birdy (1984),Drama|War
2863,20,4.170731707317073,"Hard Day's Night, A (1964)",Comedy|Musical
326,20,4.166666666666667,To Live (Huozhe) (1994),Drama
746,20,4.166666666666667,Force of Evil (1948),Film-Noir
3508,20,4.166666666666667,"Outlaw Josey Wales, The (1976)",Western
3182,20,4.166666666666667,Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999),Documentary
2285,20,4.166666666666667,If.... (1968),Drama
2064,20,4.163636363636364,Roger & Me (1989),Comedy|Documentary
593,20,4.161538461538462,"Silence of the Lambs, The (1991)",Drama|Thriller
3429,20,4.161290322580645,Creature Comforts (1990),Animation|Comedy
1361,20,4.16,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
3681,20,4.157894736842105,For a Few Dollars More (1965),Western
3090,20,4.157894736842105,Matewan (1987),Drama
3728,20,4.157894736842105,One False Move (1991),Thriller
3897,20,4.1571428571428575,Almost Famous (2000),Comedy|Drama
1953,20,4.15625,"French Connection, The (1971)",Action|Crime|Drama|Thriller
3462,20,4.15625,Modern Times (1936),Comedy
1223,20,4.151515151515151,"Grand Day Out, A (1992)",Animation|Comedy
3471,20,4.151162790697675,Close Encounters of the Third Kind (1977),Drama|Sci-Fi
448,20,4.15,Fearless (1993),Drama
1272,20,4.147058823529412,Patton (1970),Drama|War
296,20,4.1440677966101696,Pulp Fiction (1994),Crime|Drama
1132,20,4.142857142857143,Manon of the Spring (Manon des sources) (1986),Drama
1927,20,4.142857142857143,All Quiet on the Western Front (1930),War
2654,20,4.142857142857143,"Wolf Man, The (1941)",Horror
3416,20,4.142857142857143,"Trial, The (Le Proc�s) (1963)",Drama
2857,20,4.142857142857143,Yellow Submarine (1968),Animation|Musical
1237,20,4.137931034482759,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama
3196,20,4.136363636363637,Stalag 17 (1953),Drama|War
3359,20,4.135135135135135,Breaking Away (1979),Drama
1358,20,4.134328358208955,Sling Blade (1996),Drama|Thriller
2067,20,4.133333333333334,Doctor Zhivago (1965),Drama|Romance|War
1292,20,4.131578947368421,Being There (1979),Comedy
293,20,4.129032258064516,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller
1240,20,4.126315789473685,"Terminator, The (1984)",Action|Sci-Fi|Thriller
3289,20,4.125,Not One Less (Yi ge dou bu neng shao) (1999),Drama
2788,20,4.125,And Now for Something Completely Different (1971),Comedy
2248,20,4.125,Say Anything... (1989),Comedy|Drama|Romance
2648,20,4.125,Frankenstein (1931),Horror
3632,20,4.125,Monsieur Verdoux (1947),Comedy
1263,20,4.122448979591836,"Deer Hunter, The (1978)",Drama|War
58,20,4.121951219512195,"Postino, Il (The Postman) (1994)",Drama|Romance
3328,20,4.12,Ghost Dog: The Way of the Samurai (1999),Crime|Drama
529,20,4.117647058823529,Searching for Bobby Fischer (1993),Drama
2010,20,4.117647058823529,Metropolis (1926),Sci-Fi
3341,20,4.117647058823529,Born Yesterday (1950),Comedy
3317,20,4.116279069767442,Wonder Boys (2000),Comedy|Drama
1217,20,4.115384615384615,Ran (1985),Drama|War
3007,20,4.115384615384615,American Movie (1999),Documentary
3371,20,4.111111111111111,Bound for Glory (1976),Drama
307,20,4.111111111111111,Three Colors: Blue (1993),Drama
1797,20,4.111111111111111,Everest (1998),Documentary
1296,20,4.108108108108108,"Room with a View, A (1986)",Drama|Romance
2395,20,4.107142857142857,Rushmore (1998),Comedy
2571,20,4.106194690265487,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1449,20,4.105263157894737,Waiting for Guffman (1996),Comedy
2295,20,4.1,"Impostors, The (1998)",Comedy
3801,20,4.1,Anatomy of a Murder (1959),Drama|Mystery
978,20,4.1,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama
907,20,4.1,"Gay Divorcee, The (1934)",Comedy|Musical|Romance
3811,20,4.096774193548387,Breaker Morant (1980),Drama|War
3545,20,4.096774193548387,Cabaret (1972),Musical|War
1300,20,4.096774193548387,My Life as a Dog (Mitt liv som hund) (1985),Drama
3742,20,4.095238095238095,"Battleship Potemkin, The (Bronenosets Potyomkin) (1925)",Drama|War
1537,20,4.09375,Shall We Dance? (Shall We Dansu?) (1996),Comedy
1201,20,4.093023255813954,"Good, The Bad and The Ugly, The (1966)",Action|Western
2936,20,4.090909090909091,Sullivan's Travels (1942),Comedy
2664,20,4.088235294117647,Invasion of the Body Snatchers (1956),Horror|Sci-Fi
1394,20,4.086956521739131,Raising Arizona (1987),Comedy
950,20,4.086956521739131,"Thin Man, The (1934)",Mystery
2313,20,4.085714285714285,"Elephant Man, The (1980)",Drama
1278,20,4.085365853658536,Young Frankenstein (1974),Comedy|Horror
916,20,4.083333333333333,Roman Holiday (1953),Comedy|Romance
2920,20,4.083333333333333,Children of Paradise (Les enfants du paradis) (1945),Drama|Romance
2324,20,4.082191780821918,Life Is Beautiful (La Vita � bella) (1997),Comedy|Drama
1050,20,4.076923076923077,Looking for Richard (1996),Documentary|Drama
3036,20,4.076923076923077,Quest for Fire (1981),Adventure
3507,20,4.076923076923077,"Odd Couple, The (1968)",Comedy
2300,20,4.074074074074074,"Producers, The (1968)",Comedy|Musical
29,20,4.073170731707317,"City of Lost Children, The (1995)",Adventure|Sci-Fi
946,20,4.071428571428571,To Be or Not to Be (1942),Comedy|Drama|War
2160,20,4.071428571428571,Rosemary's Baby (1968),Horror|Thriller
3724,20,4.071428571428571,Coming Home (1978),Drama|War
1948,20,4.071428571428571,Tom Jones (1963),Comedy
1218,20,4.071428571428571,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller
2951,20,4.071428571428571,"Fistful of Dollars, A (1964)",Action|Western
2624,20,4.066666666666666,After Life (1998),Drama
1340,20,4.066666666666666,Bride of Frankenstein (1935),Horror
2932,20,4.066666666666666,Days of Heaven (1978),Drama
1242,20,4.065573770491803,Glory (1989),Action|Drama|War
47,20,4.065573770491803,Seven (Se7en) (1995),Crime|Thriller
2959,20,4.063291139240507,Fight Club (1999),Drama
1287,20,4.0588235294117645,Ben-Hur (1959),Action|Adventure|Drama
1348,20,4.0588235294117645,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror
3153,20,4.0588235294117645,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy
947,20,4.0588235294117645,My Man Godfrey (1936),Comedy
2947,20,4.0588235294117645,Goldfinger (1964),Action
678,20,4.055555555555555,Some Folks Call It a Sling Blade (1993),Drama|Thriller
1719,20,4.054054054054054,"Sweet Hereafter, The (1997)",Drama
968,20,4.054054054054054,Night of the Living Dead (1968),Horror|Sci-Fi
3114,20,4.053763440860215,Toy Story 2 (1999),Animation|Children's|Comedy
373,20,4.052631578947368,Red Rock West (1992),Thriller
1175,20,4.052631578947368,Delicatessen (1991),Comedy|Sci-Fi
971,20,4.052631578947368,Cat on a Hot Tin Roof (1958),Drama
1231,20,4.051724137931035,"Right Stuff, The (1983)",Drama
3364,20,4.05,"Asphalt Jungle, The (1950)",Crime|Film-Noir
3871,20,4.05,Shane (1953),Drama|Western
594,20,4.05,Snow White and the Seven Dwarfs (1937),Animation|Children's|Musical
2921,20,4.0476190476190474,High Plains Drifter (1972),Western
1303,20,4.0476190476190474,"Man Who Would Be King, The (1975)",Adventure
32,20,4.0476190476190474,Twelve Monkeys (1995),Drama|Sci-Fi
538,20,4.0476190476190474,Six Degrees of Separation (1993),Drama
1,20,4.046296296296297,Toy Story (1995),Animation|Children's|Comedy
3365,20,4.045454545454546,"Searchers, The (1956)",Western
1944,20,4.045454545454546,From Here to Eternity (1953),Drama|Romance|War
2396,20,4.044776119402985,Shakespeare in Love (1998),Comedy|Romance
800,20,4.042553191489362,Lone Star (1996),Drama|Mystery
2333,20,4.042553191489362,Gods and Monsters (1998),Drama
2348,20,4.041666666666667,Sid and Nancy (1986),Drama
1411,20,4.04,Hamlet (1996),Drama
2398,20,4.04,Miracle on 34th Street (1947),Drama
1947,20,4.038461538461538,West Side Story (1961),Musical|Romance
1096,20,4.037037037037037,Sophie's Choice (1982),Drama
1097,20,4.037037037037037,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi
1243,20,4.035714285714286,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama
1077,20,4.033898305084746,Sleeper (1973),Comedy|Sci-Fi
17,20,4.033333333333333,Sense and Sensibility (1995),Drama|Romance
933,20,4.032258064516129,To Catch a Thief (1955),Comedy|Romance|Thriller
589,20,4.032258064516129,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller
3671,20,4.031746031746032,Blazing Saddles (1974),Comedy|Western
3006,20,4.03030303030303,"Insider, The (1999)",Drama
1222,20,4.027777777777778,Full Metal Jacket (1987),Action|Drama|War
1079,20,4.027027027027027,"Fish Called Wanda, A (1988)",Comedy
1291,20,4.026666666666666,Indiana Jones and the Last Crusade (1989),Action|Adventure
555,20,4.025,True Romance (1993),Action|Crime|Romance
1265,20,4.024793388429752,Groundhog Day (1993),Comedy|Romance
1293,20,4.0227272727272725,Gandhi (1982),Drama
1084,20,4.018518518518518,Bonnie and Clyde (1967),Crime|Drama
2871,20,4.018518518518518,Deliverance (1972),Adventure|Thriller
2890,20,4.0181818181818185,Three Kings (1999),Drama|War
2336,20,4.016666666666667,Elizabeth (1998),Drama
1036,20,4.016666666666667,Die Hard (1988),Action|Thriller
1307,20,4.011627906976744,When Harry Met Sally... (1989),Comedy|Romance
2599,20,4.00990099009901,Election (1999),Comedy
1874,20,4.0,Still Breathing (1997),Comedy|Romance
649,20,4.0,Cold Fever (� k�ldum klaka) (1994),Comedy|Drama
3158,20,4.0,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",Drama
2276,20,4.0,"Soldier's Daughter Never Cries, A (1998)",Drama
1533,20,4.0,"Promise, The (La Promesse) (1996)",Drama
2728,20,4.0,Spartacus (1960),Drama
123,20,4.0,Chungking Express (1994),Drama|Mystery|Romance
1913,20,4.0,Picnic at Hanging Rock (1975),Drama|Mystery
306,20,4.0,Three Colors: Red (1994),Drama
97,20,4.0,"Hate (Haine, La) (1995)",Drama
1571,20,4.0,When the Cats Away (Chacun cherche son chat) (1996),Comedy|Romance
3837,20,4.0,Phantasm II (1988),Horror
2035,20,4.0,Blackbeard's Ghost (1968),Children's|Comedy
617,20,4.0,"Flower of My Secret, The (La Flor de Mi Secreto) (1995)",Drama
2874,20,4.0,"Pajama Game, The (1957)",Comedy
3475,20,4.0,"Place in the Sun, A (1951)",Drama|Romance
682,20,4.0,Tigrero: A Film That Was Never Made (1994),Documentary|Drama
336,20,4.0,"Walking Dead, The (1995)",Drama|War
334,20,4.0,Vanya on 42nd Street (1994),Drama
2638,20,4.0,"Mummy's Tomb, The (1942)",Horror
1950,20,4.0,In the Heat of the Night (1967),Drama|Mystery
670,20,4.0,"World of Apu, The (Apur Sansar) (1959)",Drama
567,20,4.0,Kika (1993),Drama
2924,20,4.0,Drunken Master (Zui quan) (1979),Action|Comedy
1960,20,4.0,"Last Emperor, The (1987)",Drama|War
1187,20,4.0,Passion Fish (1992),Drama
