MovieID,Age,avg(Rating),Title,Genres
3906,56,5.0,Under Suspicion (2000),Crime
2187,56,5.0,Stage Fright (1950),Mystery|Thriller
3531,56,5.0,All the Vermeers in New York (1990),Comedy|Drama|Romance
1184,56,5.0,Mediterraneo (1991),Comedy|War
3158,56,5.0,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",Drama
1076,56,5.0,"Innocents, The (1961)",Thriller
467,56,5.0,Live Nude Girls (1995),Comedy
2756,56,5.0,Wanted: Dead or Alive (1987),Action
793,56,5.0,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),Drama
3691,56,5.0,Private School (1983),Comedy
669,56,5.0,Aparajito (1956),Drama
1348,56,5.0,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror
602,56,5.0,"Great Day in Harlem, A (1994)",Documentary
3656,56,5.0,Lured (1947),Crime
985,56,5.0,Small Wonders (1996),Documentary
3137,56,5.0,"Sea Wolves, The (1980)",Action|War
3866,56,5.0,Sunset Strip (2000),Comedy
1360,56,5.0,Identification of a Woman (Identificazione di una donna) (1982),Drama
3532,56,5.0,Freedom for Us (� nous la libert� ) (1931),Comedy
3862,56,5.0,About Adam (2000),Comedy
702,56,5.0,Faces (1968),Drama
3382,56,5.0,Song of Freedom (1936),Drama
3092,56,5.0,Chushingura (1962),Drama
751,56,5.0,Careful (1992),Comedy
1153,56,5.0,Raw Deal (1948),Film-Noir
3222,56,4.8,Carmen (1984),Drama
1148,56,4.722222222222222,"Wrong Trousers, The (1993)",Animation|Comedy
2920,56,4.714285714285714,Children of Paradise (Les enfants du paradis) (1945),Drama|Romance
2351,56,4.7,Nights of Cabiria (Le Notti di Cabiria) (1957),Drama
1941,56,4.666666666666667,Hamlet (1948),Drama
341,56,4.666666666666667,Double Happiness (1994),Drama
3676,56,4.666666666666667,Eraserhead (1977),Drama|Horror
3739,56,4.666666666666667,Trouble in Paradise (1932),Comedy|Romance
3925,56,4.666666666666667,Stranger Than Paradise (1984),Comedy
1237,56,4.666666666666667,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama
1192,56,4.666666666666667,Paris Is Burning (1990),Documentary
3030,56,4.625,Yojimbo (1961),Comedy|Drama|Western
3469,56,4.625,Inherit the Wind (1960),Drama
1207,56,4.6231884057971016,To Kill a Mockingbird (1962),Drama
527,56,4.62043795620438,Schindler's List (1993),Drama|War
3746,56,4.6,Butterfly (La Lengua de las Mariposas) (2000),Drama|War
1797,56,4.6,Everest (1998),Documentary
1554,56,4.6,"Pillow Book, The (1995)",Drama|Romance
912,56,4.598039215686274,Casablanca (1942),Drama|Romance|War
919,56,4.573170731707317,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical
969,56,4.572916666666667,"African Queen, The (1951)",Action|Adventure|Romance|War
1066,56,4.571428571428571,Shall We Dance? (1937),Comedy|Musical|Romance
3089,56,4.555555555555555,"Bicycle Thief, The (Ladri di biciclette) (1948)",Drama
899,56,4.551724137931035,Singin' in the Rain (1952),Musical|Romance
3095,56,4.547169811320755,"Grapes of Wrath, The (1940)",Drama
1147,56,4.545454545454546,When We Were Kings (1996),Documentary
913,56,4.53921568627451,"Maltese Falcon, The (1941)",Film-Noir|Mystery
1293,56,4.531914893617022,Gandhi (1982),Drama
1250,56,4.517647058823529,"Bridge on the River Kwai, The (1957)",Drama|War
2019,56,4.513513513513513,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
2981,56,4.5,"Brother, Can You Spare a Dime? (1975)",Documentary
3416,56,4.5,"Trial, The (Le Proc�s) (1963)",Drama
1218,56,4.5,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller
2624,56,4.5,After Life (1998),Drama
1926,56,4.5,"Broadway Melody, The (1929)",Musical
3007,56,4.5,American Movie (1999),Documentary
2594,56,4.5,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi
363,56,4.5,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",Documentary
1411,56,4.5,Hamlet (1996),Drama
1254,56,4.5,"Treasure of the Sierra Madre, The (1948)",Adventure
2582,56,4.5,Twin Dragons (Shuang long hui) (1992),Action|Comedy
1212,56,4.5,"Third Man, The (1949)",Mystery|Thriller
3783,56,4.5,Croupier (1998),Crime|Drama
1821,56,4.5,"Object of My Affection, The (1998)",Comedy|Romance
2721,56,4.5,Trick (1999),Romance
3456,56,4.5,"Color of Paradise, The (Rang-e Khoda) (1999)",Drama
1423,56,4.5,Hearts and Minds (1996),Drama
3595,56,4.5,Held Up (2000),Comedy
2580,56,4.5,Go (1999),Crime
2586,56,4.5,"Goodbye, Lover (1999)",Comedy|Crime|Thriller
2437,56,4.5,Wilde (1997),Drama
3817,56,4.5,"Other Side of Sunday, The (S�ndagsengler) (1996)",Comedy|Drama
1945,56,4.490909090909091,On the Waterfront (1954),Crime|Drama
1204,56,4.4875,Lawrence of Arabia (1962),Adventure|War
904,56,4.486486486486487,Rear Window (1954),Mystery|Thriller
3801,56,4.4772727272727275,Anatomy of a Murder (1959),Drama|Mystery
2677,56,4.473684210526316,Buena Vista Social Club (1999),Documentary
2731,56,4.473684210526316,"400 Blows, The (Les Quatre cents coups) (1959)",Drama
2067,56,4.471698113207547,Doctor Zhivago (1965),Drama|Romance|War
858,56,4.467213114754099,"Godfather, The (1972)",Action|Crime|Drama
3074,56,4.466666666666667,Jeremiah Johnson (1972),Western
994,56,4.464285714285714,Big Night (1996),Drama
720,56,4.461538461538462,Wallace & Gromit: The Best of Aardman Animation (1996),Animation
1873,56,4.461538461538462,"Mis�rables, Les (1998)",Drama
373,56,4.461538461538462,Red Rock West (1992),Thriller
58,56,4.45945945945946,"Postino, Il (The Postman) (1994)",Drama|Romance
1537,56,4.458333333333333,Shall We Dance? (Shall We Dansu?) (1996),Comedy
3462,56,4.454545454545454,Modern Times (1936),Comedy
745,56,4.454545454545454,"Close Shave, A (1995)",Animation|Comedy|Thriller
3091,56,4.444444444444445,Kagemusha (1980),Drama|War
930,56,4.444444444444445,Notorious (1946),Film-Noir|Romance|Thriller
2788,56,4.444444444444445,And Now for Something Completely Different (1971),Comedy
608,56,4.440677966101695,Fargo (1996),Crime|Drama|Thriller
1294,56,4.4393939393939394,M*A*S*H (1970),Comedy|War
920,56,4.438095238095238,Gone with the Wind (1939),Drama|Romance|War
2028,56,4.43801652892562,Saving Private Ryan (1998),Action|Drama|War
3468,56,4.434782608695652,"Hustler, The (1961)",Drama
1947,56,4.431818181818182,West Side Story (1961),Musical|Romance
50,56,4.431372549019608,"Usual Suspects, The (1995)",Crime|Thriller
1278,56,4.431372549019608,Young Frankenstein (1974),Comedy|Horror
3949,56,4.428571428571429,Requiem for a Dream (2000),Drama
936,56,4.428571428571429,Ninotchka (1939),Comedy|Romance
3911,56,4.428571428571429,Best in Show (2000),Comedy
2442,56,4.428571428571429,Hilary and Jackie (1998),Drama
306,56,4.428571428571429,Three Colors: Red (1994),Drama
3668,56,4.428571428571429,Romeo and Juliet (1968),Drama|Romance
1362,56,4.428571428571429,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",Drama
1234,56,4.428571428571429,"Sting, The (1973)",Comedy|Crime
914,56,4.428571428571429,My Fair Lady (1964),Musical|Romance
2208,56,4.428571428571429,"Lady Vanishes, The (1938)",Comedy|Mystery|Romance|Thriller
1017,56,4.428571428571429,Swiss Family Robinson (1960),Adventure|Children's
318,56,4.425742574257426,"Shawshank Redemption, The (1994)",Drama
750,56,4.425287356321839,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
910,56,4.424657534246576,Some Like It Hot (1959),Comedy|Crime
1104,56,4.4222222222222225,"Streetcar Named Desire, A (1951)",Drama
2501,56,4.419354838709677,October Sky (1999),Drama
1252,56,4.418367346938775,Chinatown (1974),Film-Noir|Mystery|Thriller
1172,56,4.414634146341464,Cinema Paradiso (1988),Comedy|Drama|Romance
593,56,4.413793103448276,"Silence of the Lambs, The (1991)",Drama|Thriller
1193,56,4.411764705882353,One Flew Over the Cuckoo's Nest (1975),Drama
1198,56,4.403846153846154,Raiders of the Lost Ark (1981),Action|Adventure
1925,56,4.4,Wings (1927),Drama|Romance|War
916,56,4.4,Roman Holiday (1953),Comedy|Romance
1900,56,4.4,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Drama
425,56,4.4,Blue Sky (1994),Drama|Romance
1243,56,4.4,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama
3289,56,4.4,Not One Less (Yi ge dou bu neng shao) (1999),Drama
1225,56,4.4,Amadeus (1984),Drama
905,56,4.4,It Happened One Night (1934),Comedy
1178,56,4.4,Paths of Glory (1957),Drama|War
3855,56,4.4,"Affair of Love, An (Une Liaison Pornographique) (1999)",Drama|Romance
1952,56,4.396551724137931,Midnight Cowboy (1969),Drama
1283,56,4.392857142857143,High Noon (1952),Western
232,56,4.391304347826087,Eat Drink Man Woman (1994),Comedy|Drama
1304,56,4.388349514563107,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western
1949,56,4.387096774193548,"Man for All Seasons, A (1966)",Drama
3507,56,4.387096774193548,"Odd Couple, The (1968)",Comedy
1041,56,4.387096774193548,Secrets & Lies (1996),Drama
213,56,4.384615384615385,Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama
1096,56,4.384615384615385,Sophie's Choice (1982),Drama
508,56,4.384615384615385,Philadelphia (1993),Drama
3634,56,4.379310344827586,Seven Days in May (1964),Thriller
908,56,4.376344086021505,North by Northwest (1959),Drama|Thriller
2726,56,4.375,"Killing, The (1956)",Crime|Film-Noir
1217,56,4.375,Ran (1985),Drama|War
2611,56,4.375,"Winslow Boy, The (1998)",Drama
1936,56,4.375,Mrs. Miniver (1942),Drama|War
1296,56,4.368421052631579,"Room with a View, A (1986)",Drama|Romance
2762,56,4.367816091954023,"Sixth Sense, The (1999)",Thriller
534,56,4.366666666666666,Shadowlands (1993),Drama|Romance
1247,56,4.365853658536586,"Graduate, The (1967)",Drama|Romance
678,56,4.363636363636363,Some Folks Call It a Sling Blade (1993),Drama|Thriller
2186,56,4.352941176470588,Strangers on a Train (1951),Film-Noir|Thriller
922,56,4.352941176470588,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir
1224,56,4.35,Henry V (1989),Drama|War
800,56,4.34375,Lone Star (1996),Drama|Mystery
1219,56,4.3428571428571425,Psycho (1960),Horror|Thriller
3196,56,4.34,Stalag 17 (1953),Drama|War
1961,56,4.338709677419355,Rain Man (1988),Drama
2610,56,4.333333333333333,Three Seasons (1999),Drama
3742,56,4.333333333333333,"Battleship Potemkin, The (Bronenosets Potyomkin) (1925)",Drama|War
3363,56,4.333333333333333,American Graffiti (1973),Comedy|Drama
3112,56,4.333333333333333,'Night Mother (1986),Drama
3006,56,4.333333333333333,"Insider, The (1999)",Drama
923,56,4.333333333333333,Citizen Kane (1941),Drama
2966,56,4.333333333333333,"Straight Story, The (1999)",Drama
40,56,4.333333333333333,"Cry, the Beloved Country (1995)",Drama
2774,56,4.333333333333333,Better Than Chocolate (1999),Comedy|Romance
1291,56,4.333333333333333,Indiana Jones and the Last Crusade (1989),Action|Adventure
3629,56,4.333333333333333,"Gold Rush, The (1925)",Comedy
1018,56,4.333333333333333,That Darn Cat! (1965),Children's|Comedy|Mystery
966,56,4.333333333333333,"Walk in the Sun, A (1945)",Drama
1870,56,4.333333333333333,"Dancer, Texas Pop. 81 (1998)",Comedy|Drama
759,56,4.333333333333333,Maya Lin: A Strong Clear Vision (1994),Documentary
2607,56,4.333333333333333,Get Real (1998),Drama
3580,56,4.333333333333333,Up at the Villa (2000),Drama
3657,56,4.333333333333333,Pandora and the Flying Dutchman (1951),Drama
2848,56,4.333333333333333,Othello (1952),Drama
960,56,4.333333333333333,Angel on My Shoulder (1946),Crime|Drama
116,56,4.333333333333333,Anne Frank Remembered (1995),Documentary
668,56,4.333333333333333,Pather Panchali (1955),Drama
556,56,4.333333333333333,"War Room, The (1993)",Documentary
722,56,4.333333333333333,"Haunted World of Edward D. Wood Jr., The (1995)",Documentary
1836,56,4.333333333333333,"Last Days of Disco, The (1998)",Drama
1944,56,4.326923076923077,From Here to Eternity (1953),Drama|Romance|War
942,56,4.325,Laura (1944),Crime|Film-Noir|Mystery
3683,56,4.324324324324325,Blood Simple (1984),Drama|Film-Noir
954,56,4.32,Mr. Smith Goes to Washington (1939),Drama
945,56,4.318181818181818,Top Hat (1935),Comedy|Musical|Romance
2739,56,4.318181818181818,"Color Purple, The (1985)",Drama
1177,56,4.318181818181818,Enchanted April (1991),Drama
3035,56,4.318181818181818,Mister Roberts (1955),Comedy|Drama|War
3789,56,4.3125,"Pawnbroker, The (1965)",Drama
1784,56,4.311475409836065,As Good As It Gets (1997),Comedy|Drama
1266,56,4.311111111111111,Unforgiven (1992),Western
2917,56,4.310344827586207,Body Heat (1981),Crime|Thriller
1221,56,4.309523809523809,"Godfather: Part II, The (1974)",Action|Crime|Drama
1272,56,4.309523809523809,Patton (1970),Drama|War
3022,56,4.3076923076923075,"General, The (1927)",Comedy
2819,56,4.3076923076923075,Three Days of the Condor (1975),Thriller
1704,56,4.301369863013699,Good Will Hunting (1997),Drama
2745,56,4.3,"Mission, The (1986)",Drama
3317,56,4.3,Wonder Boys (2000),Comedy|Drama
290,56,4.3,Once Were Warriors (1994),Crime|Drama
1099,56,4.3,"Christmas Carol, A (1938)",Drama
1267,56,4.297297297297297,"Manchurian Candidate, The (1962)",Film-Noir|Thriller
3808,56,4.294117647058823,Two Women (La Ciociara) (1961),Drama|War
1299,56,4.291666666666667,"Killing Fields, The (1984)",Drama|War
1233,56,4.290697674418604,"Boat, The (Das Boot) (1981)",Action|Drama|War
1248,56,4.290322580645161,Touch of Evil (1958),Crime|Film-Noir|Thriller
903,56,4.287878787878788,Vertigo (1958),Mystery|Thriller
2899,56,4.285714285714286,Gulliver's Travels (1939),Adventure|Animation|Children's
515,56,4.285714285714286,"Remains of the Day, The (1993)",Drama
1209,56,4.285714285714286,Once Upon a Time in the West (1969),Western
1962,56,4.285714285714286,Driving Miss Daisy (1989),Drama
900,56,4.285714285714286,"American in Paris, An (1951)",Musical|Romance
3307,56,4.285714285714286,City Lights (1931),Comedy|Drama|Romance
978,56,4.285714285714286,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama
1307,56,4.283783783783784,When Harry Met Sally... (1989),Comedy|Romance
1124,56,4.28,On Golden Pond (1981),Drama
3359,56,4.28,Breaking Away (1979),Drama
1449,56,4.277777777777778,Waiting for Guffman (1996),Comedy
898,56,4.275,"Philadelphia Story, The (1940)",Comedy|Romance
1358,56,4.2745098039215685,Sling Blade (1996),Drama|Thriller
1957,56,4.2727272727272725,Chariots of Fire (1981),Drama
986,56,4.2727272727272725,Fly Away Home (1996),Adventure|Children's
242,56,4.2727272727272725,Farinelli: il castrato (1994),Drama|Musical
943,56,4.266666666666667,"Ghost and Mrs. Muir, The (1947)",Drama|Romance
1446,56,4.266666666666667,Kolya (1996),Comedy
1913,56,4.266666666666667,Picnic at Hanging Rock (1975),Drama|Mystery
897,56,4.266666666666667,For Whom the Bell Tolls (1943),Adventure|War
1125,56,4.2631578947368425,"Return of the Pink Panther, The (1974)",Comedy
3148,56,4.26,"Cider House Rules, The (1999)",Drama
1262,56,4.26,"Great Escape, The (1963)",Adventure|War
1931,56,4.2592592592592595,Mutiny on the Bounty (1935),Adventure
1960,56,4.258064516129032,"Last Emperor, The (1987)",Drama|War
1235,56,4.257142857142857,Harold and Maude (1971),Comedy
3334,56,4.254545454545455,Key Largo (1948),Crime|Drama|Film-Noir|Thriller
1649,56,4.25,"Fast, Cheap & Out of Control (1997)",Documentary
3951,56,4.25,Two Family House (2000),Drama
446,56,4.25,Farewell My Concubine (1993),Drama|Romance
1942,56,4.25,All the King's Men (1949),Drama
2804,56,4.25,"Christmas Story, A (1983)",Comedy|Drama
2609,56,4.25,"King of Masks, The (Bian Lian) (1996)",Drama
1211,56,4.25,Wings of Desire (Der Himmel �ber Berlin) (1987),Comedy|Drama|Romance
260,56,4.25,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
123,56,4.25,Chungking Express (1994),Drama|Mystery|Romance
1948,56,4.25,Tom Jones (1963),Comedy
1725,56,4.25,"Education of Little Tree, The (1997)",Drama
3134,56,4.25,"Grand Illusion (Grande illusion, La) (1937)",Drama|War
3737,56,4.25,Lonely Are the Brave (1962),Drama|Western
1955,56,4.25,Kramer Vs. Kramer (1979),Drama
3128,56,4.25,"Map of the World, A (1999)",Drama
215,56,4.25,Before Sunrise (1995),Drama|Romance
2904,56,4.25,Rain (1932),Drama
2511,56,4.25,"Long Goodbye, The (1973)",Crime
746,56,4.25,Force of Evil (1948),Film-Noir
2389,56,4.25,Psycho (1998),Crime|Horror|Thriller
1953,56,4.246376811594203,"French Connection, The (1971)",Action|Crime|Drama|Thriller
111,56,4.244897959183674,Taxi Driver (1976),Drama|Thriller
1228,56,4.242424242424242,Raging Bull (1980),Drama
2300,56,4.24,"Producers, The (1968)",Comedy|Musical
2324,56,4.239130434782608,Life Is Beautiful (La Vita � bella) (1997),Comedy|Drama
3897,56,4.238095238095238,Almost Famous (2000),Comedy|Drama
2565,56,4.2368421052631575,"King and I, The (1956)",Musical
1203,56,4.235294117647059,12 Angry Men (1957),Drama
3606,56,4.230769230769231,On the Town (1949),Musical
2203,56,4.230769230769231,Shadow of a Doubt (1943),Film-Noir|Thriller
356,56,4.228571428571429,Forrest Gump (1994),Comedy|Romance|War
3147,56,4.226415094339623,"Green Mile, The (1999)",Drama|Thriller
3152,56,4.225806451612903,"Last Picture Show, The (1971)",Drama
150,56,4.222222222222222,Apollo 13 (1995),Drama
541,56,4.222222222222222,Blade Runner (1982),Film-Noir|Sci-Fi
3470,56,4.222222222222222,Dersu Uzala (1974),Adventure|Drama
1227,56,4.222222222222222,Once Upon a Time in America (1984),Crime|Drama|Thriller
3198,56,4.222222222222222,Papillon (1973),Drama
3090,56,4.222222222222222,Matewan (1987),Drama
1286,56,4.222222222222222,Somewhere in Time (1980),Drama|Romance
3670,56,4.222222222222222,"Story of G.I. Joe, The (1945)",War
907,56,4.222222222222222,"Gay Divorcee, The (1934)",Comedy|Musical|Romance
2732,56,4.222222222222222,Jules and Jim (Jules et Jim) (1961),Drama
1244,56,4.22,Manhattan (1979),Comedy|Drama|Romance
3730,56,4.219512195121951,"Conversation, The (1974)",Drama|Mystery
1927,56,4.217391304347826,All Quiet on the Western Front (1930),War
2336,56,4.215686274509804,Elizabeth (1998),Drama
1284,56,4.214285714285714,"Big Sleep, The (1946)",Film-Noir|Mystery
1303,56,4.214285714285714,"Man Who Would Be King, The (1975)",Adventure
2069,56,4.214285714285714,"Trip to Bountiful, The (1985)",Drama
949,56,4.212121212121212,East of Eden (1955),Drama
1022,56,4.208333333333333,Cinderella (1950),Animation|Children's|Musical
3365,56,4.206896551724138,"Searchers, The (1956)",Western
3543,56,4.203703703703703,Diner (1982),Comedy|Drama
1695,56,4.2,Artemisia (1997),Drama
3733,56,4.2,"Paper Chase, The (1973)",Drama
41,56,4.2,Richard III (1995),Drama|War
73,56,4.2,"Mis�rables, Les (1995)",Drama|Musical
959,56,4.2,Of Human Bondage (1934),Drama
1161,56,4.2,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama
1615,56,4.2,"Edge, The (1997)",Adventure|Thriller
1935,56,4.2,How Green Was My Valley (1941),Drama
1511,56,4.2,A Chef in Love (1996),Comedy
14,56,4.2,Nixon (1995),Drama
3545,56,4.195121951219512,Cabaret (1972),Musical|War
3408,56,4.194805194805195,Erin Brockovich (2000),Drama
2313,56,4.1923076923076925,"Elephant Man, The (1980)",Drama
3871,56,4.190476190476191,Shane (1953),Drama|Western
2010,56,4.1875,Metropolis (1926),Sci-Fi
2857,56,4.1875,Yellow Submarine (1968),Animation|Musical
1032,56,4.1875,Alice in Wonderland (1951),Animation|Children's|Musical
3435,56,4.186046511627907,Double Indemnity (1944),Crime|Film-Noir
2268,56,4.185185185185185,"Few Good Men, A (1992)",Crime|Drama
1610,56,4.184615384615385,"Hunt for Red October, The (1990)",Action|Thriller
2352,56,4.181818181818182,"Big Chill, The (1983)",Comedy|Drama
2357,56,4.181818181818182,Central Station (Central do Brasil) (1998),Drama
308,56,4.181818181818182,Three Colors: White (1994),Drama
1271,56,4.178571428571429,Fried Green Tomatoes (1991),Drama
3498,56,4.176470588235294,Midnight Express (1978),Drama
2871,56,4.176470588235294,Deliverance (1972),Adventure|Thriller
293,56,4.176470588235294,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller
1097,56,4.174418604651163,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi
1946,56,4.172413793103448,Marty (1955),Drama|Romance
3671,56,4.169491525423729,Blazing Saddles (1974),Comedy|Western
3424,56,4.166666666666667,Do the Right Thing (1989),Comedy|Drama
2648,56,4.166666666666667,Frankenstein (1931),Horror
3720,56,4.166666666666667,Sunshine (1999),Drama
1939,56,4.166666666666667,"Best Years of Our Lives, The (1946)",Drama|War
3135,56,4.166666666666667,"Great Santini, The (1979)",Drama
1545,56,4.166666666666667,Ponette (1996),Drama
1131,56,4.166666666666667,Jean de Florette (1986),Drama
2937,56,4.166666666666667,"Palm Beach Story, The (1942)",Comedy
2970,56,4.166666666666667,Fitzcarraldo (1982),Adventure|Drama
1199,56,4.166666666666667,Brazil (1985),Sci-Fi
951,56,4.166666666666667,His Girl Friday (1940),Comedy
3952,56,4.166666666666667,"Contender, The (2000)",Drama|Thriller
2236,56,4.166666666666667,Simon Birch (1998),Drama
388,56,4.166666666666667,Boys Life (1995),Drama
3870,56,4.166666666666667,Our Town (1940),Drama
1300,56,4.16,My Life as a Dog (Mitt liv som hund) (1985),Drama
2927,56,4.153846153846154,Brief Encounter (1946),Drama|Romance
1242,56,4.1521739130434785,Glory (1989),Action|Drama|War
1197,56,4.150943396226415,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance
2997,56,4.149425287356322,Being John Malkovich (1999),Comedy
1678,56,4.148148148148148,"Joy Luck Club, The (1993)",Drama
948,56,4.142857142857143,Giant (1956),Drama
2932,56,4.142857142857143,Days of Heaven (1978),Drama
892,56,4.142857142857143,Twelfth Night (1996),Comedy|Drama|Romance
2969,56,4.142857142857143,"Man and a Woman, A (Un Homme et une Femme) (1966)",Drama|Romance
947,56,4.142857142857143,My Man Godfrey (1936),Comedy
2570,56,4.142857142857143,"Walk on the Moon, A (1999)",Drama|Romance
3849,56,4.142857142857143,"Spiral Staircase, The (1946)",Thriller
1643,56,4.136363636363637,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",Drama|Romance
590,56,4.134831460674158,Dances with Wolves (1990),Adventure|Drama|Western
1084,56,4.134615384615385,Bonnie and Clyde (1967),Crime|Drama
3811,56,4.133333333333334,Breaker Morant (1980),Drama|War
928,56,4.130434782608695,Rebecca (1940),Romance|Thriller
2150,56,4.130434782608695,"Gods Must Be Crazy, The (1980)",Comedy
596,56,4.130434782608695,Pinocchio (1940),Animation|Children's
1078,56,4.130434782608695,Bananas (1971),Comedy|War
1954,56,4.129032258064516,Rocky (1976),Action|Drama
1259,56,4.125,Stand by Me (1986),Adventure|Comedy|Drama
3788,56,4.125,Blowup (1966),Drama|Mystery
162,56,4.125,Crumb (1994),Documentary
955,56,4.125,Bringing Up Baby (1938),Comedy
906,56,4.125,Gaslight (1944),Mystery|Thriller
497,56,4.125,Much Ado About Nothing (1993),Comedy|Romance
3078,56,4.125,Liberty Heights (1999),Drama
2946,56,4.125,Help! (1965),Comedy|Musical
2115,56,4.125,Indiana Jones and the Temple of Doom (1984),Action|Adventure
3347,56,4.125,Never Cry Wolf (1983),Drama
3086,56,4.125,March of the Wooden Soldiers (a.k.a. Laurel & Hardy in Toyland) (1934),Comedy
1196,56,4.123893805309734,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War
594,56,4.121951219512195,Snow White and the Seven Dwarfs (1937),Animation|Children's|Musical
1086,56,4.121212121212121,Dial M for Murder (1954),Mystery|Thriller
1280,56,4.121212121212121,Raise the Red Lantern (1991),Drama
1617,56,4.120689655172414,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
2919,56,4.12,Year of Living Dangerously (1982),Drama|Romance
1674,56,4.119047619047619,Witness (1985),Drama|Romance|Thriller
2070,56,4.119047619047619,Tender Mercies (1983),Drama
924,56,4.118279569892473,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller
3246,56,4.117647058823529,Malcolm X (1992),Drama
2396,56,4.117647058823529,Shakespeare in Love (1998),Comedy|Romance
3724,56,4.117647058823529,Coming Home (1978),Drama|War
199,56,4.117647058823529,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical
1419,56,4.117647058823529,Walkabout (1971),Drama
62,56,4.115384615384615,Mr. Holland's Opus (1995),Drama
940,56,4.115384615384615,"Adventures of Robin Hood, The (1938)",Action|Adventure
2068,56,4.111111111111111,Fanny and Alexander (1982),Drama
1085,56,4.111111111111111,"Old Man and the Sea, The (1958)",Adventure|Drama
933,56,4.111111111111111,To Catch a Thief (1955),Comedy|Romance|Thriller
2183,56,4.111111111111111,"Man Who Knew Too Much, The (1956)",Thriller
549,56,4.111111111111111,Thirty-Two Short Films About Glenn Gould (1993),Documentary
1189,56,4.111111111111111,"Thin Blue Line, The (1988)",Documentary
1079,56,4.109090909090909,"Fish Called Wanda, A (1988)",Comedy
3471,56,4.109090909090909,Close Encounters of the Third Kind (1977),Drama|Sci-Fi
