MovieID,avg(Rating),Title,Genres
3634,4.254545454545455,Seven Days in May (1964),Thriller
1276,4.253763440860215,Cool Hand Luke (1967),Comedy|Drama
1189,4.25278810408922,"Thin Blue Line, The (1988)",Documentary
1225,4.251808972503618,Amadeus (1984),Drama
969,4.251655629139073,"African Queen, The (1951)",Action|Adventure|Romance|War
1278,4.250628667225482,Young Frankenstein (1974),Comedy|Horror
1002,4.25,Ed's Next Move (1996),Comedy
598,4.25,Window to Paris (1994),Comedy
214,4.25,Before the Rain (Pred dozhdot) (1994),Drama
1117,4.25,"Eighth Day, The (Le Huiti�me jour ) (1996)",Drama
3730,4.249448123620309,"Conversation, The (1974)",Drama|Mystery
951,4.249370277078086,His Girl Friday (1940),Comedy
1299,4.248633879781421,"Killing Fields, The (1984)",Drama|War
919,4.247962747380675,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical
1247,4.245836637589215,"Graduate, The (1967)",Drama|Romance
678,4.245098039215686,Some Folks Call It a Sling Blade (1993),Drama|Thriller
1208,4.243197278911564,Apocalypse Now (1979),Drama|War
954,4.240208877284595,Mr. Smith Goes to Washington (1939),Drama
3468,4.24,"Hustler, The (1961)",Drama
950,4.239726027397261,"Thin Man, The (1934)",Mystery
2804,4.238905325443787,"Christmas Story, A (1983)",Comedy|Drama
3462,4.2360655737704915,Modern Times (1936),Comedy
110,4.234957020057307,Braveheart (1995),Action|Drama|War
2859,4.2343096234309625,Stop Making Sense (1984),Documentary
1949,4.232876712328767,"Man for All Seasons, A (1966)",Drama
3801,4.231155778894473,Anatomy of a Murder (1959),Drama|Mystery
1237,4.230769230769231,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama
3196,4.228426395939087,Stalag 17 (1953),Drama|War
2925,4.228070175438597,"Conformist, The (Il Conformista) (1970)",Drama
306,4.227544910179641,Three Colors: Red (1994),Drama
556,4.2272727272727275,"War Room, The (1993)",Documentary
3077,4.2272727272727275,42 Up (1998),Documentary
2329,4.2265625,American History X (1998),Drama
3897,4.22635814889336,Almost Famous (2000),Comedy|Drama
1104,4.225672877846791,"Streetcar Named Desire, A (1951)",Drama
2692,4.224813432835821,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance
2609,4.223880597014926,"King of Masks, The (Bian Lian) (1996)",Drama
1617,4.219405594405594,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
3114,4.218927444794953,Toy Story 2 (1999),Animation|Children's|Comedy
1219,4.218527315914489,Psycho (1960),Horror|Thriller
3683,4.218152866242038,Blood Simple (1984),Drama|Film-Noir
916,4.216470588235294,Roman Holiday (1953),Comedy|Romance
1248,4.215953307392996,Touch of Evil (1958),Crime|Film-Noir|Thriller
1304,4.215644820295983,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western
1361,4.213836477987422,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
1256,4.21043771043771,Duck Soup (1933),Comedy|War
1358,4.208156329651657,Sling Blade (1996),Drama|Thriller
2351,4.207207207207207,Nights of Cabiria (Le Notti di Cabiria) (1957),Drama
928,4.204663212435233,Rebecca (1940),Romance|Thriller
3038,4.202702702702703,"Face in the Crowd, A (1957)",Drama
942,4.2020547945205475,Laura (1944),Crime|Film-Noir|Mystery
1664,4.2,N�nette et Boni (1996),Drama
3789,4.198717948717949,"Pawnbroker, The (1965)",Drama
1218,4.19672131147541,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller
1927,4.1940298507462686,All Quiet on the Western Front (1930),War
1242,4.193345323741007,Glory (1989),Action|Drama|War
2935,4.1931034482758625,"Lady Eve, The (1941)",Comedy|Romance
2920,4.19,Children of Paradise (Les enfants du paradis) (1945),Drama|Romance
3629,4.189090909090909,"Gold Rush, The (1925)",Comedy
1236,4.188888888888889,Trust (1990),Comedy|Drama
246,4.18854748603352,Hoop Dreams (1994),Documentary
1228,4.1875923190546525,Raging Bull (1980),Drama
649,4.1875,Cold Fever (� k�ldum klaka) (1994),Comedy|Drama
2208,4.185929648241206,"Lady Vanishes, The (1938)",Comedy|Mystery|Romance|Thriller
111,4.183870967741935,Taxi Driver (1976),Drama|Thriller
911,4.183006535947713,Charade (1963),Comedy|Mystery|Romance|Thriller
2197,4.181818181818182,Firelight (1997),Drama
1288,4.179785330948121,This Is Spinal Tap (1984),Comedy|Drama|Musical
1283,4.1786600496277915,High Noon (1952),Western
1704,4.176356589147287,Good Will Hunting (1997),Drama
669,4.173913043478261,Aparajito (1956),Drama
1280,4.1732851985559565,Raise the Red Lantern (1991),Drama
955,4.169491525423729,Bringing Up Baby (1938),Comedy
2726,4.1692307692307695,"Killing, The (1956)",Crime|Film-Noir
1269,4.168154761904762,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
3222,4.166666666666667,Carmen (1984),Drama
1066,4.1657142857142855,Shall We Dance? (1937),Comedy|Musical|Romance
1235,4.164992826398852,Harold and Maude (1971),Comedy
1900,4.163934426229508,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Drama
2330,4.163043478260869,Hands on a Hard Body (1996),Documentary
1214,4.159584980237154,Alien (1979),Action|Horror|Sci-Fi|Thriller
3147,4.154664484451718,"Green Mile, The (1999)",Drama|Thriller
914,4.154088050314465,My Fair Lady (1964),Musical|Romance
1240,4.152049571020019,"Terminator, The (1984)",Action|Sci-Fi|Thriller
2066,4.150943396226415,Out of the Past (1947),Film-Noir
3035,4.149643705463183,Mister Roberts (1955),Comedy|Drama|War
3000,4.147826086956521,"Princess Mononoke, The (Mononoke Hime) (1997)",Action|Adventure|Animation
945,4.147410358565737,Top Hat (1935),Comedy|Musical|Romance
1449,4.147186147186147,Waiting for Guffman (1996),Comedy
1,4.146846413095811,Toy Story (1995),Animation|Children's|Comedy
1300,4.1454545454545455,My Life as a Dog (Mitt liv som hund) (1985),Drama
2300,4.144376899696049,"Producers, The (1968)",Comedy|Musical
2493,4.142857142857143,"Harmonists, The (1997)",Drama
1230,4.14167916041979,Annie Hall (1977),Comedy|Romance
1293,4.141579731743666,Gandhi (1982),Drama
1253,4.141323792486583,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi
3090,4.141242937853107,Matewan (1987),Drama
2501,4.137755102040816,October Sky (1999),Drama
3265,4.137614678899083,Hard-Boiled (Lashou shentan) (1992),Action|Crime
2788,4.137472283813747,And Now for Something Completely Different (1971),Comedy
1537,4.137142857142857,Shall We Dance? (Shall We Dansu?) (1996),Comedy
1089,4.13582208101668,Reservoir Dogs (1992),Crime|Thriller
3095,4.134357005758157,"Grapes of Wrath, The (1940)",Drama
1201,4.133819951338199,"Good, The Bad and The Ugly, The (1966)",Action|Western
1291,4.133292383292384,Indiana Jones and the Last Crusade (1989),Action|Adventure
1950,4.129310344827586,In the Heat of the Night (1967),Drama|Mystery
1303,4.129032258064516,"Man Who Would Be King, The (1975)",Adventure
2396,4.127479949345715,Shakespeare in Love (1998),Comedy|Romance
909,4.127098321342926,"Apartment, The (1960)",Comedy|Drama
1200,4.125824175824176,Aliens (1986),Action|Sci-Fi|Thriller|War
2997,4.125390450691656,Being John Malkovich (1999),Comedy
1780,4.125,Ayn Rand: A Sense of Life (1997),Documentary
1294,4.124658780709736,M*A*S*H (1970),Comedy|War
1939,4.122881355932203,"Best Years of Our Lives, The (1946)",Drama|War
602,4.121951219512195,"Great Day in Harlem, A (1994)",Documentary
1036,4.121848739495798,Die Hard (1988),Action|Thriller
2918,4.11744738628649,Ferris Bueller's Day Off (1986),Comedy
3949,4.115131578947368,Requiem for a Dream (2000),Drama
1952,4.113122171945701,Midnight Cowboy (1969),Drama
1211,4.1115702479338845,Wings of Desire (Der Himmel �ber Berlin) (1987),Comedy|Drama|Romance
1222,4.110845295055821,Full Metal Jacket (1987),Action|Drama|War
1287,4.110795454545454,Ben-Hur (1959),Action|Adventure|Drama
1263,4.11,"Deer Hunter, The (1978)",Drama|War
47,4.106420404573439,Seven (Se7en) (1995),Crime|Thriller
947,4.1063829787234045,My Man Godfrey (1936),Comedy
293,4.106175514626218,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller
3578,4.106029106029106,Gladiator (2000),Action|Drama
1251,4.105263157894737,8 1/2 (1963),Drama
1258,4.104875804967802,"Shining, The (1980)",Horror
457,4.103258145363409,"Fugitive, The (1993)",Action|Thriller
3811,4.102777777777778,Breaker Morant (1980),Drama|War
759,4.101694915254237,Maya Lin: A Strong Clear Vision (1994),Documentary
933,4.10158013544018,To Catch a Thief (1955),Comedy|Romance|Thriller
307,4.098765432098766,Three Colors: Blue (1993),Drama
1953,4.098722415795587,"French Connection, The (1971)",Action|Crime|Drama|Thriller
116,4.097560975609756,Anne Frank Remembered (1995),Documentary
1199,4.097480832420591,Brazil (1985),Sci-Fi
1259,4.0969187675070025,Stand by Me (1986),Adventure|Comedy|Drama
906,4.096256684491979,Gaslight (1944),Mystery|Thriller
1084,4.096209912536443,Bonnie and Clyde (1967),Crime|Drama
1944,4.096153846153846,From Here to Eternity (1953),Drama|Romance|War
1111,4.095744680851064,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary
994,4.095555555555555,Big Night (1996),Drama
58,4.093812375249501,"Postino, Il (The Postman) (1994)",Drama|Romance
2936,4.093167701863354,Sullivan's Travels (1942),Comedy
1266,4.0902708124373115,Unforgiven (1992),Western
1090,4.090113735783027,Platoon (1986),Drama|War
3088,4.089887640449438,Harvey (1950),Comedy
1387,4.089569829110195,Jaws (1975),Action|Horror
741,4.089171974522293,Ghost in the Shell (Kokaku kidotai) (1995),Animation|Sci-Fi
2607,4.088235294117647,Get Real (1998),Drama
2612,4.088235294117647,Mildred Pierce (1945),Drama
2624,4.088235294117647,After Life (1998),Drama
356,4.087967183226983,Forrest Gump (1994),Comedy|Romance|War
599,4.087121212121212,"Wild Bunch, The (1969)",Western
3083,4.086294416243655,All About My Mother (Todo Sobre Mi Madre) (1999),Comedy|Drama
3365,4.085714285714285,"Searchers, The (1956)",Western
3192,4.083333333333333,"Terrorist, The (Malli) (1998)",Drama
446,4.082677165354331,Farewell My Concubine (1993),Drama|Romance
800,4.082539682539682,Lone Star (1996),Drama|Mystery
2010,4.082474226804123,Metropolis (1926),Sci-Fi
3334,4.082429501084599,Key Largo (1948),Crime|Drama|Film-Noir|Thriller
1244,4.082172701949861,Manhattan (1979),Comedy|Drama|Romance
2927,4.08080808080808,Brief Encounter (1946),Drama|Romance
3359,4.0807692307692305,Breaking Away (1979),Drama
1231,4.08,"Right Stuff, The (1983)",Drama
1086,4.079155672823219,Dial M for Murder (1954),Mystery|Thriller
3741,4.078838174273859,Badlands (1973),Crime|Drama
1206,4.0781122864117165,"Clockwork Orange, A (1971)",Sci-Fi
2959,4.077188146106134,Fight Club (1999),Drama
936,4.075757575757576,Ninotchka (1939),Comedy|Romance
232,4.07514450867052,Eat Drink Man Woman (1994),Comedy|Drama
965,4.075098814229249,"39 Steps, The (1935)",Thriller
2132,4.074074074074074,Who's Afraid of Virginia Woolf? (1966),Drama
2064,4.0739348370927315,Roger & Me (1989),Comedy|Documentary
3198,4.073846153846154,Papillon (1973),Drama
150,4.073541167066347,Apollo 13 (1995),Drama
1307,4.073341836734694,When Harry Met Sally... (1989),Comedy|Romance
3911,4.073059360730594,Best in Show (2000),Comedy
924,4.068764568764569,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller
1545,4.068493150684931,Ponette (1996),Drama
1046,4.066666666666666,Beautiful Thing (1996),Drama|Romance
2067,4.065602836879433,Doctor Zhivago (1965),Drama|Romance|War
162,4.063136456211812,Crumb (1994),Documentary
29,4.062034739454094,"City of Lost Children, The (1995)",Adventure|Sci-Fi
3006,4.0588235294117645,"Insider, The (1999)",Drama
589,4.058512646281616,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller
1947,4.057818659658344,West Side Story (1961),Musical|Romance
213,4.056910569105691,Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama
2682,4.056818181818182,Limbo (1999),Drama
2677,4.056521739130435,Buena Vista Social Club (1999),Documentary
2966,4.055944055944056,"Straight Story, The (1999)",Drama
28,4.055865921787709,Persuasion (1995),Romance
1264,4.054474708171206,Diva (1981),Action|Drama|Mystery|Romance|Thriller
121,4.054054054054054,"Boys of St. Vincent, The (1993)",Drama
1961,4.053383458646617,Rain Man (1988),Drama
1226,4.053097345132743,"Quiet Man, The (1952)",Comedy|Romance
3421,4.053024026512014,Animal House (1978),Comedy
1446,4.052910052910053,Kolya (1996),Comedy
1610,4.052058111380146,"Hunt for Red October, The (1990)",Action|Thriller
3224,4.0519480519480515,Woman in the Dunes (Suna no onna) (1964),Drama
1963,4.051587301587301,Take the Money and Run (1969),Comedy
2973,4.05,Crimes and Misdemeanors (1989),Comedy
581,4.049645390070922,"Celluloid Closet, The (1995)",Documentary
971,4.047970479704797,Cat on a Hot Tin Roof (1958),Drama
2761,4.0474777448071215,"Iron Giant, The (1999)",Animation|Children's
3671,4.047363717605005,Blazing Saddles (1974),Comedy|Western
3849,4.046511627906977,"Spiral Staircase, The (1946)",Thriller
615,4.044776119402985,Bread and Chocolate (Pane e cioccolata) (1973),Drama
1719,4.044619422572178,"Sweet Hereafter, The (1997)",Drama
3037,4.04399323181049,Little Big Man (1970),Comedy|Drama|Western
3508,4.043835616438356,"Outlaw Josey Wales, The (1976)",Western
3281,4.040816326530612,"Brandon Teena Story, The (1998)",Documentary
2819,4.040752351097178,Three Days of the Condor (1975),Thriller
3341,4.03954802259887,Born Yesterday (1950),Comedy
3097,4.038834951456311,"Shop Around the Corner, The (1940)",Comedy|Romance
1041,4.037974683544304,Secrets & Lies (1996),Drama
1942,4.033613445378151,All the King's Men (1949),Drama
3507,4.033419023136247,"Odd Couple, The (1968)",Comedy
1281,4.032407407407407,"Great Dictator, The (1940)",Comedy
2917,4.031746031746032,Body Heat (1981),Crime|Thriller
1931,4.0311111111111115,Mutiny on the Bounty (1935),Adventure
1362,4.03,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",Drama
2336,4.029850746268656,Elizabeth (1998),Drama
3783,4.029787234042553,Croupier (1998),Crime|Drama
1192,4.0285714285714285,Paris Is Burning (1990),Documentary
1935,4.02803738317757,How Green Was My Valley (1941),Drama
17,4.027544910179641,Sense and Sensibility (1995),Drama|Romance
3363,4.026262626262627,American Graffiti (1973),Comedy|Drama
3819,4.024489795918368,Tampopo (1986),Comedy
1209,4.023121387283237,Once Upon a Time in the West (1969),Western
1210,4.022892819979188,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War
3814,4.0228310502283104,Love and Death (1975),Comedy
3808,4.0227272727272725,Two Women (La Ciociara) (1961),Drama|War
3467,4.021505376344086,Hud (1963),Drama|Western
1394,4.02092050209205,Raising Arizona (1987),Comedy
3504,4.020348837209302,Network (1976),Comedy|Drama
2728,4.018779342723005,Spartacus (1960),Drama
1080,4.018358531317495,Monty Python's Life of Brian (1979),Comedy
2248,4.017505470459518,Say Anything... (1989),Comedy|Drama|Romance
2972,4.015384615384615,Red Sorghum (Hong Gao Liang) (1987),Drama|War
3471,4.0144727773949,Close Encounters of the Third Kind (1977),Drama|Sci-Fi
2908,4.014117647058823,Boys Don't Cry (1999),Drama
3007,4.013559322033898,American Movie (1999),Documentary
1292,4.013536379018612,Being There (1979),Comedy
2313,4.013129102844639,"Elephant Man, The (1980)",Drama
1934,4.012987012987013,You Can't Take It With You (1938),Comedy
2206,4.0119760479041915,Suspicion (1941),Mystery|Thriller
2940,4.009345794392523,Gilda (1946),Film-Noir
2194,4.007985803016859,"Untouchables, The (1987)",Action|Crime|Drama
3498,4.0067796610169495,Midnight Express (1978),Drama
1797,4.005988023952096,Everest (1998),Documentary
1246,4.005847953216374,Dead Poets Society (1989),Drama
1245,4.005586592178771,Miller's Crossing (1990),Drama
1249,4.005457025920873,Nikita (La Femme Nikita) (1990),Thriller
2944,4.0042432814710045,"Dirty Dozen, The (1967)",Action|War
1175,4.002717391304348,Delicatessen (1991),Comedy|Sci-Fi
1238,4.0,Local Hero (1983),Comedy
2999,4.0,Man of the Century (1999),Comedy
497,4.0,Much Ado About Nothing (1993),Comedy|Romance
1871,4.0,"Friend of the Deceased, A (1997)",Comedy|Drama
758,4.0,"Jar, The (Khomreh) (1992)",Drama
774,4.0,Wend Kuuni (God's Gift) (1982),Drama
2575,4.0,"Dreamlife of Angels, The (La Vie r�v�e des anges) (1998)",Drama
792,4.0,"Hungarian Fairy Tale, A (1987)",Fantasy
3232,4.0,Seven Chances (1925),Comedy
1827,4.0,"Big One, The (1997)",Comedy|Documentary
2494,4.0,"Last Days, The (1998)",Documentary
1901,4.0,Dear Jesse (1997),Documentary
3092,4.0,Chushingura (1962),Drama
746,4.0,Force of Evil (1948),Film-Noir
456,4.0,Fresh (1994),Drama
3647,4.0,Running Free (2000),Drama
717,4.0,Mouth to Mouth (Boca a boca) (1995),Comedy
1076,4.0,"Innocents, The (1961)",Thriller
3126,4.0,"End of the Affair, The (1955)",Drama
2670,4.0,"Run Silent, Run Deep (1958)",War
3737,4.0,Lonely Are the Brave (1962),Drama|Western
632,4.0,Land and Freedom (Tierra y libertad) (1995),War
1741,4.0,"Midaq Alley (Callej�n de los milagros, El) (1995)",Drama
853,4.0,Dingo (1992),Drama
3601,4.0,"Castaway Cowboy, The (1974)",Comedy|Western
3353,4.0,"Closer You Get, The (2000)",Comedy|Romance
966,4.0,"Walk in the Sun, A (1945)",Drama
1420,4.0,Message to Love: The Isle of Wight Festival (1996),Documentary
3522,4.0,Sacco and Vanzetti (Sacco e Vanzetti) (1971),Drama
3305,4.0,Bluebeard (1944),Film-Noir|Horror
3277,4.0,Beloved/Friend (Amigo/Amado) (1999),Drama
398,4.0,Frank and Ollie (1995),Documentary
2444,4.0,24 7: Twenty Four Seven (1997),Comedy|Drama
2358,4.0,Savior (1998),Drama
139,4.0,Target (1995),Action|Drama
1470,4.0,Rhyme & Reason (1997),Documentary
130,4.0,Angela (1995),Drama
1915,4.0,Voyage to the Beginning of the World (1997),Drama
1851,4.0,Leather Jacket Love Story (1997),Drama|Romance
3057,4.0,Where's Marlowe? (1999),Comedy
1139,4.0,Everything Relative (1996),Drama
3609,4.0,Regret to Inform (1998),Documentary
3065,4.0,Ten Benny (1997),Drama
396,4.0,Fall Time (1995),Drama
1316,4.0,Anna (1996),Drama
878,4.0,Bye-Bye (1995),Drama
2811,4.0,With Friends Like These... (1998),Comedy
1434,4.0,"Stranger, The (1994)",Action
3229,4.0,Another Man's Poison (1952),Crime|Drama
624,4.0,Condition Red (1995),Action|Drama|Thriller
3164,4.0,"Alley Cats, The (1968)",Drama
1832,4.0,Heaven's Burning (1997),Action|Drama
1842,4.0,Illtown (1996),Crime|Drama
584,4.0,I Don't Want to Talk About It (De eso no se habla) (1993),Drama
134,4.0,Sonic Outlaws (1995),Documentary
701,4.0,Daens (1992),Drama
2198,4.0,Modulations (1998),Documentary
2909,4.0,"Five Wives, Three Secretaries and Me (1998)",Documentary
2438,4.0,Outside Ozona (1998),Drama|Thriller
3530,4.0,Smoking/No Smoking (1993),Comedy
920,3.9974048442906573,Gone with the Wind (1939),Drama|Romance|War
1296,3.9964285714285714,"Room with a View, A (1986)",Drama|Romance
1674,3.9961759082217974,Witness (1985),Drama|Romance|Thriller
2951,3.9942528735632186,"Fistful of Dollars, A (1964)",Action|Western
1177,3.993197278911565,Enchanted April (1991),Drama
3929,3.993197278911565,"Bank Dick, The (1940)",Comedy
1348,3.991596638655462,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror
1270,3.9903213317847466,Back to the Future (1985),Comedy|Sci-Fi
1956,3.990138067061144,Ordinary People (1980),Drama
1099,3.9896907216494846,"Christmas Carol, A (1938)",Drama
2983,3.9876543209876543,"Ipcress File, The (1965)",Thriller
1023,3.986425339366516,Winnie the Pooh and the Blustery Day (1968),Animation|Children's
3075,3.9855072463768115,Repulsion (1965),Thriller
1243,3.9846153846153847,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama
943,3.982456140350877,"Ghost and Mrs. Muir, The (1947)",Drama|Romance
3735,3.981818181818182,Serpico (1973),Crime|Drama
3347,3.981132075471698,Never Cry Wolf (1983),Drama
1759,3.980392156862745,Four Days in September (1997),Drama
1077,3.9798387096774195,Sleeper (1973),Comedy|Sci-Fi
2732,3.97972972972973,Jules and Jim (Jules et Jim) (1961),Drama
